DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
03-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.718,106.448,169.849,27.091,11.35871,%,75.869,62.133,47.174,1297.00,202059.00,180.00,,production,OP
04-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,14.48,246.705,106.456,170.549,27.182,8.46015,%,76.156,60.227,47.457,753.00,117117.00,94.00,,production,OP
05-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,6.36,258.601,105.428,178.624,7.357,3.44683,%,79.978,45.031,51.035,288.00,46248.00,62.00,,production,OP
06-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,248.378,104.798,170.712,19.807,10.51463,%,77.665,57.845,49.211,1110.00,172803.00,114.00,,production,OP
07-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.804,105.87,169.802,24.554,10.92536,%,76.001,60.07,47.555,1203.00,188012.00,112.00,,production,OP
08-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.9,106.314,170.18,25.671,10.65372,%,75.72,62.427,47.28,1218.00,188015.00,112.00,,production,OP
09-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.127,106.359,169.791,26.383,11.02643,%,75.335,64.603,46.901,1241.00,192257.00,115.00,,production,OP
10-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.82,106.378,169.671,26.553,11.06531,%,75.149,64.905,46.717,1253.00,193245.00,116.00,,production,OP
11-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.248,106.394,169.456,26.489,11.19056,%,74.792,64.557,46.361,1279.00,197035.00,117.00,,production,OP
12-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.305,106.404,169.478,26.851,11.20373,%,74.827,64.364,46.398,1277.00,197394.00,114.00,,production,OP
13-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.505,106.427,169.085,26.787,11.20668,%,74.42,61.216,45.977,1289.00,200095.00,118.00,,production,OP
14-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.903,106.429,169.286,26.906,11.43273,%,74.617,61.731,46.184,1312.00,203139.00,127.00,,production,OP
15-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.994,106.436,169.314,26.851,11.43117,%,74.68,59.97,46.212,1274.00,198322.00,177.00,,production,OP
16-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.154,106.439,169.401,26.703,11.21411,%,74.753,59.609,46.279,1250.00,186577.00,164.00,,production,OP
17-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.932,106.452,169.322,26.843,11.28162,%,74.61,60.771,46.172,1297.00,192576.00,171.00,,production,OP
18-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.173,106.457,169.389,26.993,11.53129,%,74.784,60.816,46.373,1283.00,193991.00,196.00,,production,OP
19-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.437,106.458,169.49,27.138,11.53881,%,74.946,59.751,46.535,1231.00,180444.00,169.00,,production,OP
20-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.508,106.465,169.486,27.677,11.37299,%,75.022,58.88,46.629,1236.00,176926.00,169.00,,production,OP
21-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.996,106.469,169.689,28.066,11.58603,%,75.308,60.606,46.917,1245.00,177098.00,196.00,,production,OP
22-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.358,106.473,169.837,28.071,11.55429,%,75.521,60.848,47.131,1296.00,181398.00,187.00,,production,OP
23-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.716,106.476,169.992,28.344,11.55094,%,75.723,61.648,47.29,1352.00,191157.00,187.00,,production,OP
24-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,245.987,106.481,170.085,28.496,11.57975,%,75.902,61.206,47.512,1297.00,186636.00,205.00,,production,OP
25-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,16.92,247.297,106.313,171.085,25.256,8.45778,%,76.213,59.825,47.737,654.00,96532.00,91.00,,production,OP
26-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,242.312,106.124,169.773,23.73,11.52197,%,72.539,61.16,44.032,1138.00,162835.00,193.00,,production,OP
27-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.173,106.273,170,25.872,11.49369,%,74.173,60.869,45.622,1129.00,155786.00,177.00,,production,OP
28-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.344,106.352,169.507,26.932,11.46175,%,73.837,62.413,45.313,1186.00,171404.00,183.00,,production,OP
29-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,8.31,244.985,106.381,171.947,27.224,5.2638,%,73.038,62.841,44.869,474.00,69704.00,36.00,,production,OP
31-Jan-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.02,254.659,105.781,175.99,16.026,10.08438,%,78.668,53.498,50.25,1163.00,181137.00,116.00,,production,OP
01-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,246.529,106.213,171.177,24.173,11.37131,%,75.352,60.606,46.881,1182.00,180141.00,131.00,,production,OP
02-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.619,106.409,168.303,27.317,11.86027,%,72.316,59.804,43.509,1325.00,197602.00,144.00,,production,OP
03-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.032,106.445,167.982,28.106,11.96013,%,72.051,62.981,43.618,1353.00,200663.00,144.00,,production,OP
04-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.802,106.467,167.811,28.281,12.02965,%,71.991,63.253,43.56,1362.00,202160.00,146.00,,production,OP
05-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.899,106.474,167.849,28.273,11.97978,%,72.05,63.364,43.49,1355.00,200751.00,144.00,,production,OP
06-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,8,241.353,106.482,170.145,27.999,4.6711,%,71.208,63.408,41.537,337.00,51566.00,27.00,,production,OP
08-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,6.5,257.741,105.277,178.218,6.056,2.80046,%,79.524,42.83,50.179,141.00,20656.00,9.00,,production,OP
09-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,244.724,106.095,171.371,20.942,11.30153,%,73.353,58.995,44.779,1166.00,174801.00,120.00,,production,OP
10-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,4,241.723,106.289,171.805,24.548,3.55993,%,69.918,59.365,41.7,118.00,18893.00,14.00,,production,OP
11-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,0,310.831,103.878,310.532,1.307,0.91134,%,0.298,7.795,0.672,0.00,0.00,0.00,,production,OP
12-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,23,252.666,105.599,176.892,11.015,9.45754,%,75.773,50.535,45.871,954.00,145413.00,103.00,,production,OP
13-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,242.341,106.189,169.587,22.903,11.12916,%,72.754,57.987,44.276,1197.00,181330.00,120.00,,production,OP
14-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,241.097,106.28,168.744,24.815,11.20986,%,72.354,61.961,44.038,1237.00,186974.00,124.00,,production,OP
15-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,241.253,106.287,168.785,25.221,11.1955,%,72.468,63.702,44.087,1220.00,183386.00,123.00,,production,OP
16-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,241.806,106.292,168.974,25.565,11.1967,%,72.832,64.497,44.492,1237.00,186219.00,124.00,,production,OP
17-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,241.426,106.303,168.797,26.217,11.12686,%,72.63,65.276,44.31,1235.00,188474.00,123.00,,production,OP
18-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,17.17,253.3,105.937,174.677,18.617,7.03639,%,78.623,52.878,50.009,650.00,102858.00,66.00,,production,OP
19-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,247.439,105.926,172.833,20.939,10.14923,%,74.606,60.101,46.085,1082.00,164366.00,111.00,,production,OP
20-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.917,106.264,168.75,25.316,11.04015,%,72.167,61.715,43.62,1230.00,186274.00,119.00,,production,OP
21-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.31,106.314,168.35,25.875,11.06021,%,71.96,59.685,43.403,1248.00,189304.00,123.00,,production,OP
22-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.889,106.323,168.554,25.963,10.9222,%,72.335,59.647,43.778,1241.00,187047.00,123.00,,production,OP
23-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.389,106.342,168.268,25.943,11.06161,%,72.121,59.287,43.584,1244.00,189235.00,123.00,,production,OP
24-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.281,106.346,168.223,26.065,10.82551,%,72.058,61.066,43.522,1211.00,182604.00,113.00,,production,OP
25-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,238.187,105.507,166.376,26.137,11.08792,%,71.812,63.379,43.27,1224.00,185140.00,117.00,,production,OP
26-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.72,106.35,168.015,26.144,11.09374,%,71.705,62.792,43.172,1224.00,184384.00,118.00,,production,OP
27-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.978,106.347,168.123,26.033,11.07764,%,71.855,62.038,43.328,1210.00,183100.00,117.00,,production,OP
28-Feb-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.113,106.34,168.229,26.229,11.0122,%,71.883,62.979,43.339,1208.00,181939.00,115.00,,production,OP
01-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.906,106.347,168.109,26.267,11.06501,%,71.796,62.428,43.309,1189.00,179622.00,117.00,,production,OP
02-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,239.982,106.35,168.136,26.081,11.11592,%,71.846,62.881,43.133,1201.00,183492.00,119.00,,production,OP
03-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.123,106.35,168.195,25.928,10.82405,%,71.929,62.358,43.379,1199.00,181946.00,115.00,,production,OP
04-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.06,106.352,168.172,26.015,11.05609,%,71.888,63.219,43.358,1195.00,181725.00,121.00,,production,OP
05-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.33,106.346,168.302,26.123,10.9032,%,72.027,61.708,43.525,1178.00,178349.00,111.00,,production,OP
06-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,240.161,106.347,168.242,26.053,10.93457,%,71.919,60.46,43.397,1190.00,178695.00,112.00,,production,OP
07-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,238.524,106.372,167.54,26.249,11.23067,%,70.985,61.91,42.467,1217.00,185392.00,119.00,,production,OP
08-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.253,106.441,166,27.092,11.76905,%,69.253,62.847,40.731,1332.00,199340.00,131.00,,production,OP
09-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.307,106.44,166.042,27.254,11.6214,%,69.266,61.761,40.743,1306.00,196022.00,127.00,,production,OP
10-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.725,106.45,165.832,27.725,11.75192,%,68.893,66.647,40.358,1326.00,199620.00,132.00,,production,OP
11-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.835,106.449,165.862,27.688,11.81961,%,68.972,64.185,40.453,1329.00,199879.00,133.00,,production,OP
12-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.061,106.446,165.959,27.474,11.7682,%,69.102,62.529,40.228,1309.00,196309.00,131.00,,production,OP
13-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.922,106.45,165.964,27.604,11.72136,%,68.958,65.597,40.435,1320.00,198368.00,150.00,,production,OP
14-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.743,106.458,165.852,27.421,11.79114,%,68.891,63.836,40.354,1310.00,197942.00,136.00,,production,OP
15-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.709,106.46,165.862,27.468,11.84933,%,68.847,66.213,40.3,1325.00,198230.00,140.00,,production,OP
16-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.749,106.458,165.903,27.193,11.82656,%,68.846,65.903,40.299,1308.00,197591.00,142.00,,production,OP
17-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.768,106.457,165.919,27.428,11.80172,%,68.849,66.308,40.317,1310.00,196493.00,142.00,,production,OP
18-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.326,106.446,166.174,27.407,11.70624,%,69.153,66.024,40.613,1273.00,193559.00,137.00,,production,OP
19-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.56,106.441,166.262,27.117,11.64559,%,69.298,63.226,40.595,1284.00,192236.00,96.00,,production,OP
20-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.245,106.441,166.139,26.856,11.67221,%,69.106,59.325,40.386,1309.00,197339.00,170.00,,production,OP
21-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.111,106.446,166.079,27.046,11.68343,%,69.031,60.411,40.468,1295.00,196230.00,169.00,,production,OP
22-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,13.33,237.121,106.382,167.695,26.028,7.15149,%,69.425,60.508,41.12,599.00,91631.00,71.00,,production,OP
23-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,241.771,105.724,171.332,17.147,10.02201,%,70.439,56.923,40.855,941.00,146646.00,138.00,,production,OP
24-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,6.56,237.747,106.074,169.246,23.163,3.77352,%,68.502,63.846,39.595,246.00,42331.00,31.00,,production,OP
25-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,7.11,256.412,105.202,178.276,6.331,3.52009,%,78.136,46.124,47.765,220.00,31707.00,54.00,,production,OP
26-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,242.577,105.894,171.884,19.798,10.45401,%,70.693,62.282,41.183,1173.00,177032.00,148.00,,production,OP
27-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,10.56,238.577,106.115,169.459,23.271,10.32203,%,69.118,61.569,40.367,498.00,76861.00,89.00,,production,OP
28-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,6.5,260.2,105.212,181.123,5.94,8.38555,%,79.077,47.042,48.381,180.00,29817.00,31.00,,production,OP
29-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,12.44,259.275,105.331,182.92,9.508,7.89588,%,76.355,48.675,44.224,358.00,57600.00,58.00,,production,OP
30-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,23,235.742,106.056,168.011,22.818,11.05411,%,67.73,65.674,39.271,1112.00,166606.00,154.00,,production,OP
31-Mar-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.02,106.227,166.825,24.95,11.63294,%,68.195,66.224,39.759,1262.00,191240.00,171.00,,production,OP
01-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.156,106.267,166.734,25.658,11.65531,%,68.422,65.869,39.97,1260.00,190402.00,173.00,,production,OP
02-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.401,106.284,166.796,26.055,11.64849,%,68.605,65.664,40.162,1262.00,190094.00,173.00,,production,OP
03-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.289,106.298,166.728,26.234,11.64634,%,68.561,65.632,40.121,1266.00,190772.00,174.00,,production,OP
04-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.333,106.31,166.719,26.22,11.62416,%,68.614,64.557,40.169,1280.00,195008.00,153.00,,production,OP
05-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.418,106.318,166.742,26.397,11.53441,%,68.677,63.476,40.228,1287.00,195047.00,152.00,,production,OP
06-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,18.06,236.571,106.32,167.724,26.501,9.70803,%,68.847,64.338,40.484,926.00,143170.00,104.00,,production,OP
07-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,3.5,259.067,104.969,177.175,3.684,1.84062,%,81.893,45.603,53.512,53.00,8279.00,7.00,,production,OP
08-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,243.109,105.825,172.53,18.535,10.36859,%,70.579,61.209,42.146,1041.00,159740.00,125.00,,production,OP
09-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.152,106.201,167.133,25.393,11.1881,%,68.02,66.582,39.576,1218.00,184930.00,139.00,,production,OP
10-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,21.96,244.141,106.053,171.515,22.463,9.23766,%,72.626,60.914,44.39,985.00,160416.00,110.00,,production,OP
11-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.307,106.295,166.817,26.863,11.27512,%,68.491,65.735,39.954,1259.00,190660.00,141.00,,production,OP
12-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.12,106.317,166.637,26.873,11.26167,%,68.483,62.154,39.942,1255.00,190196.00,141.00,,production,OP
13-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.381,106.325,166.768,26.915,11.32277,%,68.613,65.2,40.074,1250.00,190281.00,143.00,,production,OP
14-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.555,106.329,166.825,27.137,11.09303,%,68.73,65.354,40.202,1245.00,188970.00,140.00,,production,OP
15-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.534,106.336,166.817,27.516,11.3541,%,68.717,65.442,40.195,1257.00,190812.00,144.00,,production,OP
16-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.923,105.981,166.165,27.402,11.32223,%,68.758,62.105,40.218,1249.00,190810.00,144.00,,production,OP
17-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.117,106.361,166.594,27.659,11.34132,%,68.523,64.162,39.97,1268.00,191855.00,144.00,,production,OP
18-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.546,106.362,166.801,27.954,11.35004,%,68.745,66.022,40.22,1257.00,191331.00,144.00,,production,OP
19-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,234.985,106.375,166.541,28.39,11.4837,%,68.444,66.466,39.914,1284.00,194212.00,148.00,,production,OP
20-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.053,106.385,166.547,28.517,11.5426,%,68.507,66.368,39.983,1285.00,194522.00,149.00,,production,OP
21-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.874,106.375,166.934,28.293,11.40728,%,68.94,66.72,40.409,1262.00,195813.00,135.00,,production,OP
22-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.996,106.38,166.985,28.475,11.34503,%,69.011,66.374,40.477,1207.00,172838.00,121.00,,production,OP
23-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.832,106.387,166.891,28.487,11.42951,%,68.941,65.144,40.359,1279.00,181708.00,136.00,,production,OP
24-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.704,106.397,166.804,28.642,6.68383,%,68.901,65.063,40.28,833.00,119220.00,83.00,,production,OP
25-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.914,106.403,166.91,28.804,11.4104,%,69.003,65.904,40.385,1294.00,184559.00,152.00,,production,OP
26-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,236.162,106.402,167.025,28.542,11.40979,%,69.137,64.889,40.503,1280.00,183250.00,151.00,,production,OP
27-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,236.664,106.398,167.273,28.506,11.31994,%,69.391,66.363,40.728,1266.00,182479.00,145.00,,production,OP
28-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.893,106.408,166.97,28.689,11.50546,%,68.923,67.548,40.261,1296.00,185739.00,148.00,,production,OP
29-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,235.973,106.412,166.974,28.453,11.70008,%,68.999,66.629,40.334,1268.00,183213.00,152.00,,production,OP
30-Apr-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,233.897,106.437,166.123,28.532,11.84132,%,67.774,67.031,39.093,1257.00,181631.00,155.00,,production,OP
01-May-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,229.995,106.518,164.342,29.258,12.48343,%,65.653,67.673,36.959,1350.00,194329.00,168.00,,production,OP
02-May-14,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24,229.857,106.513,164.315,29.215,12.52253,%,65.542,67.745,36.73,1351.00,194753.00,168.00,,production,OP
